wt,domain,region,region_type,source,date,tmax,tmaxclimo,tmin,tminclimo,cdd,cddclimo,hdd,hddclimo
pop,US,VA,STATE,prism,1981-01-01,38.15,46.38,27.89,27.93,0,0,31.98,27.85
pop,US,VA,STATE,prism,1981-01-02,40.45,46.25,20.09,27.82,0,0,34.73,27.96
pop,US,VA,STATE,prism,1981-01-03,40.87,46.13,14.45,27.72,0,0,37.34,28.07
pop,US,VA,STATE,prism,1981-01-04,19.52,46.02,7.98,27.63,0,0,51.25,28.18
pop,US,VA,STATE,prism,1981-01-05,29.59,45.91,8.55,27.54,0,0,45.93,28.27
pop,US,VA,STATE,prism,1981-01-06,41.05,45.82,16.96,27.45,0,0,35.99,28.37
pop,US,VA,STATE,prism,1981-01-07,40.84,45.73,12.9,27.37,0,0,38.13,28.45
pop,US,VA,STATE,prism,1981-01-08,27.09,45.65,10.15,27.29,0,0,46.38,28.53
pop,US,VA,STATE,prism,1981-01-09,30.97,45.57,16.85,27.22,0,0,41.09,28.6
pop,US,VA,STATE,prism,1981-01-10,29.2,45.51,9.71,27.15,0,0,45.55,28.67
pop,US,VA,STATE,prism,1981-01-11,24.38,45.45,6.19,27.09,0,0,49.72,28.73
pop,US,VA,STATE,prism,1981-01-12,20.75,45.4,2.6,27.03,0,0,53.32,28.79
pop,US,VA,STATE,prism,1981-01-13,28.34,45.36,9.56,26.98,0,0,46.05,28.83
pop,US,VA,STATE,prism,1981-01-14,41.17,45.32,23.11,26.93,0,0,32.86,28.87
pop,US,VA,STATE,prism,1981-01-15,38.74,45.3,26.22,26.89,0,0,32.52,28.91
pop,US,VA,STATE,prism,1981-01-16,39.82,45.28,20.44,26.85,0,0,34.87,28.93
pop,US,VA,STATE,prism,1981-01-17,31.03,45.27,13.69,26.82,0,0,42.64,28.95
pop,US,VA,STATE,prism,1981-01-18,40.56,45.27,18.66,26.79,0,0,35.39,28.97
pop,US,VA,STATE,prism,1981-01-19,55.32,45.28,27.45,26.77,0,0,23.61,28.97
pop,US,VA,STATE,prism,1981-01-20,52.95,45.3,32.5,26.75,0,0,22.27,28.97
pop,US,VA,STATE,prism,1981-01-21,38.05,45.32,27.54,26.74,0,0,32.21,28.97
pop,US,VA,STATE,prism,1981-01-22,50.56,45.35,28.53,26.74,0,0,25.46,28.95
pop,US,VA,STATE,prism,1981-01-23,43.77,45.4,27.48,26.74,0,0,29.37,28.93
pop,US,VA,STATE,prism,1981-01-24,45.98,45.45,22.35,26.74,0,0,30.83,28.9
pop,US,VA,STATE,prism,1981-01-25,52.74,45.5,25.42,26.76,0,0,25.92,28.87
pop,US,VA,STATE,prism,1981-01-26,60.14,45.57,37.2,26.77,0,0,16.33,28.83
pop,US,VA,STATE,prism,1981-01-27,57.26,45.64,34.14,26.8,0,0,19.3,28.78
pop,US,VA,STATE,prism,1981-01-28,48.45,45.73,27.51,26.83,0,0,27.02,28.72
pop,US,VA,STATE,prism,1981-01-29,46.83,45.82,22.92,26.86,0,0,30.13,28.66
pop,US,VA,STATE,prism,1981-01-30,32.98,45.92,14.98,26.9,0,0,41.02,28.59
pop,US,VA,STATE,prism,1981-01-31,38.81,46.02,13.26,26.95,0,0,38.97,28.51
pop,US,VA,STATE,prism,1981-02-01,55.88,46.14,22.06,27,0,0,26.03,28.43
pop,US,VA,STATE,prism,1981-02-02,49.89,46.26,16.58,27.06,0,0,31.77,28.34
pop,US,VA,STATE,prism,1981-02-03,26.81,46.39,11.05,27.13,0,0,46.07,28.24
pop,US,VA,STATE,prism,1981-02-04,32.31,46.53,11.79,27.2,0,0,42.95,28.14
pop,US,VA,STATE,prism,1981-02-05,31.49,46.68,14.5,27.28,0,0,42.01,28.02
pop,US,VA,STATE,prism,1981-02-06,45.17,46.83,20.56,27.36,0,0,32.14,27.9
pop,US,VA,STATE,prism,1981-02-07,48.49,46.99,25.16,27.45,0,0,28.17,27.78
pop,US,VA,STATE,prism,1981-02-08,44.48,47.16,19.71,27.55,0,0,32.91,27.65
pop,US,VA,STATE,prism,1981-02-09,40.84,47.34,21.03,27.65,0,0,34.07,27.51
pop,US,VA,STATE,prism,1981-02-10,58.93,47.52,30.38,27.76,0,0,20.35,27.36
pop,US,VA,STATE,prism,1981-02-11,60.72,47.71,13.1,27.87,0,0,28.09,27.21
pop,US,VA,STATE,prism,1981-02-12,27.62,47.91,12.84,27.99,0,0,44.77,27.05
pop,US,VA,STATE,prism,1981-02-13,37.09,48.11,17.02,28.12,0,0,37.95,26.88
pop,US,VA,STATE,prism,1981-02-14,49.48,48.32,22.32,28.25,0,0,29.1,26.71
pop,US,VA,STATE,prism,1981-02-15,53.86,48.54,24.49,28.39,0,0,25.83,26.53
pop,US,VA,STATE,prism,1981-02-16,61.03,48.76,28.81,28.54,0,0,20.08,26.35
pop,US,VA,STATE,prism,1981-02-17,62.67,48.99,41.98,28.69,0,0,12.67,26.16
pop,US,VA,STATE,prism,1981-02-18,70.38,49.23,45.8,28.85,0,0,6.91,25.96
pop,US,VA,STATE,prism,1981-02-19,62.02,49.47,49.05,29.02,0,0,9.47,25.76
pop,US,VA,STATE,prism,1981-02-20,55.91,49.72,44.3,29.19,0,0,14.89,25.55
pop,US,VA,STATE,prism,1981-02-21,57.17,49.97,45.38,29.36,0,0,13.73,25.34
pop,US,VA,STATE,prism,1981-02-22,58.07,50.23,48.45,29.54,0,0,11.74,25.11
pop,US,VA,STATE,prism,1981-02-23,58.75,50.49,34.77,29.73,0,0,18.24,24.89
pop,US,VA,STATE,prism,1981-02-24,52.66,50.76,33.01,29.93,0,0,22.17,24.66
pop,US,VA,STATE,prism,1981-02-25,55.2,51.03,32.72,30.13,0,0,21.04,24.42
pop,US,VA,STATE,prism,1981-02-26,54.23,51.31,31.43,30.33,0,0,22.17,24.18
pop,US,VA,STATE,prism,1981-02-27,58.56,51.59,30.88,30.55,0,0,20.28,23.93
pop,US,VA,STATE,prism,1981-02-28,69.42,51.88,39.03,30.76,0,0,10.78,23.68
pop,US,VA,STATE,prism,1981-03-01,57.43,52.17,35.79,30.99,0,0,18.39,23.42
pop,US,VA,STATE,prism,1981-03-02,49.9,52.47,29.76,31.21,0,0,25.17,23.16
pop,US,VA,STATE,prism,1981-03-03,46.22,52.77,23.68,31.45,0,0,30.05,22.89
pop,US,VA,STATE,prism,1981-03-04,47.92,53.07,30.39,31.69,0,0,25.84,22.62
pop,US,VA,STATE,prism,1981-03-05,44.66,53.38,32.18,31.93,0,0,26.58,22.35
pop,US,VA,STATE,prism,1981-03-06,46.35,53.68,28.01,32.18,0,0,27.82,22.07
pop,US,VA,STATE,prism,1981-03-07,44.06,54,28.01,32.43,0,0,28.97,21.78
pop,US,VA,STATE,prism,1981-03-08,47.27,54.31,30.03,32.69,0,0,26.35,21.5
pop,US,VA,STATE,prism,1981-03-09,49.3,54.63,28.04,32.96,0,0,26.33,21.21
pop,US,VA,STATE,prism,1981-03-10,51.6,54.95,29.24,33.23,0,0,24.58,20.91
pop,US,VA,STATE,prism,1981-03-11,53.46,55.28,29.49,33.5,0,0,23.53,20.61
pop,US,VA,STATE,prism,1981-03-12,54.36,55.6,32.67,33.78,0,0,21.48,20.31
pop,US,VA,STATE,prism,1981-03-13,67.24,55.93,31.69,34.06,0,0,15.54,20.01
pop,US,VA,STATE,prism,1981-03-14,45.92,56.26,25.13,34.34,0,0,29.48,19.7
pop,US,VA,STATE,prism,1981-03-15,63.19,56.59,34.53,34.64,0,0,16.14,19.39
pop,US,VA,STATE,prism,1981-03-16,51.3,56.92,24.31,34.93,0,0,27.19,19.07
pop,US,VA,STATE,prism,1981-03-17,54.28,57.26,26.74,35.23,0,0,24.49,18.76
pop,US,VA,STATE,prism,1981-03-18,39.06,57.59,24.16,35.53,0,0,33.39,18.44
pop,US,VA,STATE,prism,1981-03-19,40.31,57.93,21.94,35.83,0,0,33.87,18.12
pop,US,VA,STATE,prism,1981-03-20,44.05,58.26,26.69,36.14,0,0,29.63,17.8
pop,US,VA,STATE,prism,1981-03-21,50.42,58.6,25.53,36.45,0,0,27.03,17.47
pop,US,VA,STATE,prism,1981-03-22,47.79,58.94,33.35,36.77,0,0,24.43,17.15
pop,US,VA,STATE,prism,1981-03-23,47.2,59.28,30.13,37.09,0,0,26.33,16.82
pop,US,VA,STATE,prism,1981-03-24,55.47,59.62,31.08,37.41,0,0,21.72,16.49
pop,US,VA,STATE,prism,1981-03-25,56.69,59.96,28.51,37.73,0,0,22.4,16.16
pop,US,VA,STATE,prism,1981-03-26,62.68,60.3,37.73,38.06,0,0,14.79,15.82
pop,US,VA,STATE,prism,1981-03-27,65.9,60.64,32.13,38.38,0,0,15.98,15.49
pop,US,VA,STATE,prism,1981-03-28,64.67,60.97,39.82,38.72,0,0,12.76,15.16
pop,US,VA,STATE,prism,1981-03-29,74.31,61.31,50.75,39.05,0.04,0,2.52,14.82
pop,US,VA,STATE,prism,1981-03-30,66.69,61.65,49.05,39.38,0,0,7.13,14.48
pop,US,VA,STATE,prism,1981-03-31,79.3,61.99,49.02,39.72,0.27,0,1.1,14.15
pop,US,VA,STATE,prism,1981-04-01,71.74,62.32,49.56,40.06,0.01,0,4.36,13.81
pop,US,VA,STATE,prism,1981-04-02,74.69,62.66,39.89,40.4,0,0,7.71,13.47
pop,US,VA,STATE,prism,1981-04-03,83.31,63,52.87,40.74,3.68,0,0.59,13.13
pop,US,VA,STATE,prism,1981-04-04,79.57,63.33,60.83,41.08,5.27,0,0.07,12.8
pop,US,VA,STATE,prism,1981-04-05,71.56,63.66,43.51,41.42,0.1,0,7.56,12.46
pop,US,VA,STATE,prism,1981-04-06,54.44,63.99,30.39,41.77,0,0,22.59,12.12
pop,US,VA,STATE,prism,1981-04-07,62.79,64.33,38.39,42.11,0,0,14.41,11.78
pop,US,VA,STATE,prism,1981-04-08,74.58,64.65,49.62,42.46,0,0,2.9,11.44
pop,US,VA,STATE,prism,1981-04-09,66.38,64.98,44.38,42.8,0,0,9.62,11.11
pop,US,VA,STATE,prism,1981-04-10,69.64,65.31,50.23,43.15,0,0,5.07,10.77
pop,US,VA,STATE,prism,1981-04-11,80.25,65.63,58.72,43.5,4.49,0,0,10.43
pop,US,VA,STATE,prism,1981-04-12,79.36,65.96,45.45,43.84,0.84,0,3.43,10.1
pop,US,VA,STATE,prism,1981-04-13,53.89,66.28,44.19,44.19,0.06,0,16.02,9.77
pop,US,VA,STATE,prism,1981-04-14,72.09,66.6,42.75,44.54,0,0,7.58,9.43
pop,US,VA,STATE,prism,1981-04-15,61.35,66.92,32.56,44.88,0,0,18.05,9.1
pop,US,VA,STATE,prism,1981-04-16,70.24,67.23,45,45.23,0,0,7.38,8.77
pop,US,VA,STATE,prism,1981-04-17,67.81,67.55,56.03,45.58,0.39,0,3.47,8.44
pop,US,VA,STATE,prism,1981-04-18,81.77,67.86,46.73,45.92,1.09,0,1.84,8.11
pop,US,VA,STATE,prism,1981-04-19,70.22,68.17,48.72,46.27,0,0,5.53,7.78
pop,US,VA,STATE,prism,1981-04-20,62.74,68.48,34.85,46.61,0,0,16.21,7.45
pop,US,VA,STATE,prism,1981-04-21,58.15,68.79,34.62,46.96,0,0,18.62,7.13
pop,US,VA,STATE,prism,1981-04-22,69.91,69.1,46.2,47.3,0,0,6.94,6.8
pop,US,VA,STATE,prism,1981-04-23,78.57,69.4,54.36,47.64,2.32,0,0.86,6.48
pop,US,VA,STATE,prism,1981-04-24,69.22,69.7,44.25,47.98,0,0,8.26,6.16
pop,US,VA,STATE,prism,1981-04-25,60.05,70,36.17,48.32,0,0,16.89,5.84
pop,US,VA,STATE,prism,1981-04-26,68.75,70.3,46.27,48.66,0,0,7.49,5.52
pop,US,VA,STATE,prism,1981-04-27,76.68,70.6,50.42,48.99,0.53,0,1.98,5.21
pop,US,VA,STATE,prism,1981-04-28,86.3,70.89,57.44,49.33,6.87,0,0,4.89
pop,US,VA,STATE,prism,1981-04-29,81.98,71.18,55.98,49.66,4.4,0,0.42,4.58
pop,US,VA,STATE,prism,1981-04-30,66.91,71.47,49.56,50,0,0,6.76,4.27
pop,US,VA,STATE,prism,1981-05-01,64.97,71.76,43.25,50.33,0,0,10.89,3.96
pop,US,VA,STATE,prism,1981-05-02,62.3,72.05,39.01,50.65,0,0,14.34,3.65
pop,US,VA,STATE,prism,1981-05-03,69.8,72.33,41.05,50.98,0,0,9.57,3.34
pop,US,VA,STATE,prism,1981-05-04,78.44,72.62,46.65,51.31,0,0.01,2.46,3.05
pop,US,VA,STATE,prism,1981-05-05,74.08,72.9,51.55,51.63,0.18,0.03,2.37,2.77
pop,US,VA,STATE,prism,1981-05-06,70.77,73.18,43.69,51.95,0,0.07,7.77,2.51
pop,US,VA,STATE,prism,1981-05-07,63.67,73.45,38.65,52.27,0,0.13,13.84,2.26
pop,US,VA,STATE,prism,1981-05-08,66.55,73.73,42.23,52.59,0,0.19,10.61,2.03
pop,US,VA,STATE,prism,1981-05-09,70.65,74,50.86,52.9,0,0.25,4.24,1.8
pop,US,VA,STATE,prism,1981-05-10,67.09,74.28,56.39,53.22,0,0.33,3.27,1.58
pop,US,VA,STATE,prism,1981-05-11,73.34,74.55,54.64,53.53,1.07,0.43,2.08,1.39
pop,US,VA,STATE,prism,1981-05-12,68.51,74.81,41.9,53.84,0,0.53,9.79,1.21
pop,US,VA,STATE,prism,1981-05-13,73.14,75.08,50.56,54.15,0.01,0.65,3.16,1.04
pop,US,VA,STATE,prism,1981-05-14,81.82,75.35,59.05,54.45,5.61,0.77,0.18,0.87
pop,US,VA,STATE,prism,1981-05-15,74.48,75.61,49.49,54.75,0.82,0.9,3.84,0.72
pop,US,VA,STATE,prism,1981-05-16,69.15,75.87,47.76,55.05,0.04,1.05,6.59,0.58
pop,US,VA,STATE,prism,1981-05-17,74.22,76.13,51.31,55.35,0.02,1.21,2.26,0.46
pop,US,VA,STATE,prism,1981-05-18,62.25,76.39,48.31,55.65,0.01,1.41,9.73,0.39
pop,US,VA,STATE,prism,1981-05-19,53.37,76.65,46.51,55.94,0,1.62,15.06,0.33
pop,US,VA,STATE,prism,1981-05-20,62.08,76.9,44.76,56.23,0,1.84,11.58,0.27
pop,US,VA,STATE,prism,1981-05-21,74.3,77.16,48.25,56.52,0.05,2.07,3.77,0.23
pop,US,VA,STATE,prism,1981-05-22,83.05,77.41,52.42,56.81,3,2.3,0.26,0.19
pop,US,VA,STATE,prism,1981-05-23,80.47,77.66,54.14,57.09,2.35,2.54,0.04,0.16
pop,US,VA,STATE,prism,1981-05-24,83.81,77.91,55.11,57.37,4.46,2.77,0,0.13
pop,US,VA,STATE,prism,1981-05-25,88.34,78.15,60.84,57.65,9.59,3.01,0,0.1
pop,US,VA,STATE,prism,1981-05-26,84.62,78.4,63.64,57.93,9.13,3.25,0,0.08
pop,US,VA,STATE,prism,1981-05-27,80.2,78.64,63.07,58.2,6.88,3.49,0.24,0.06
pop,US,VA,STATE,prism,1981-05-28,75.83,78.88,61.05,58.47,3.85,3.73,0.41,0.05
pop,US,VA,STATE,prism,1981-05-29,79.3,79.12,59.73,58.74,4.67,3.97,0.15,0.03
pop,US,VA,STATE,prism,1981-05-30,84.97,79.36,64.95,59.01,9.96,4.21,0,0.02
pop,US,VA,STATE,prism,1981-05-31,82.16,79.6,59.41,59.27,5.92,4.45,0.13,0.02
pop,US,VA,STATE,prism,1981-06-01,68.47,79.83,60.21,59.54,1.25,4.7,1.91,0.01
pop,US,VA,STATE,prism,1981-06-02,75.96,80.06,62.42,59.79,4.47,4.94,0.28,0.01
pop,US,VA,STATE,prism,1981-06-03,82.88,80.29,66.31,60.05,9.59,5.18,0,0.01
pop,US,VA,STATE,prism,1981-06-04,84.48,80.52,66.02,60.3,10.25,5.42,0,0
pop,US,VA,STATE,prism,1981-06-05,86.46,80.75,69.33,60.56,12.89,5.65,0,0
pop,US,VA,STATE,prism,1981-06-06,81.29,80.97,63.85,60.8,7.59,5.89,0.02,0
pop,US,VA,STATE,prism,1981-06-07,82.94,81.19,58.51,61.05,5.73,6.12,0,0
pop,US,VA,STATE,prism,1981-06-08,85.33,81.41,68.32,61.29,11.82,6.35,0,0
pop,US,VA,STATE,prism,1981-06-09,89.46,81.63,67.42,61.53,13.44,6.58,0,0
pop,US,VA,STATE,prism,1981-06-10,87.45,81.85,65.7,61.77,11.57,6.81,0,0
pop,US,VA,STATE,prism,1981-06-11,81.94,82.06,63.76,62,7.85,7.03,0,0
pop,US,VA,STATE,prism,1981-06-12,82.82,82.27,67.86,62.23,10.34,7.25,0,0
pop,US,VA,STATE,prism,1981-06-13,88.27,82.48,71.97,62.46,15.12,7.47,0,0
pop,US,VA,STATE,prism,1981-06-14,90.37,82.68,70.13,62.68,15.25,7.68,0,0
pop,US,VA,STATE,prism,1981-06-15,93.78,82.88,71.38,62.91,17.58,7.9,0,0
pop,US,VA,STATE,prism,1981-06-16,94.33,83.08,71.26,63.12,17.8,8.1,0,0
pop,US,VA,STATE,prism,1981-06-17,85.33,83.28,63.04,63.34,9.19,8.31,0,0
pop,US,VA,STATE,prism,1981-06-18,82.02,83.47,66.98,63.55,9.5,8.51,0,0
pop,US,VA,STATE,prism,1981-06-19,87.01,83.67,68.85,63.76,12.93,8.71,0,0
pop,US,VA,STATE,prism,1981-06-20,85.28,83.85,64.51,63.96,9.9,8.91,0,0
pop,US,VA,STATE,prism,1981-06-21,90.06,84.04,69.47,64.17,14.76,9.1,0,0
pop,US,VA,STATE,prism,1981-06-22,93.41,84.22,65.47,64.36,14.44,9.29,0,0
pop,US,VA,STATE,prism,1981-06-23,85.03,84.4,62.59,64.56,8.81,9.48,0,0
pop,US,VA,STATE,prism,1981-06-24,87.78,84.57,68.62,64.75,13.2,9.66,0,0
pop,US,VA,STATE,prism,1981-06-25,94.02,84.74,66.89,64.94,15.45,9.84,0,0
pop,US,VA,STATE,prism,1981-06-26,79.03,84.91,54.04,65.12,2.47,10.01,0.94,0
pop,US,VA,STATE,prism,1981-06-27,78.92,85.07,52.88,65.3,1.37,10.18,0.47,0
pop,US,VA,STATE,prism,1981-06-28,82.45,85.23,54.46,65.47,3.49,10.35,0.03,0
pop,US,VA,STATE,prism,1981-06-29,85.4,85.39,61.51,65.64,8.46,10.51,0,0
pop,US,VA,STATE,prism,1981-06-30,84.04,85.54,63.96,65.81,9,10.67,0,0
pop,US,VA,STATE,prism,1981-07-01,80.53,85.68,64.21,65.97,7.38,10.83,0.01,0
pop,US,VA,STATE,prism,1981-07-02,80.29,85.82,66.11,66.13,8.22,10.98,0.02,0
pop,US,VA,STATE,prism,1981-07-03,78.02,85.96,66.07,66.29,7.07,11.12,0.03,0
pop,US,VA,STATE,prism,1981-07-04,80.55,86.1,65.5,66.43,8.02,11.26,0,0
pop,US,VA,STATE,prism,1981-07-05,84.39,86.22,68.27,66.58,11.33,11.4,0,0
pop,US,VA,STATE,prism,1981-07-06,83.41,86.35,68.24,66.72,10.83,11.53,0,0
pop,US,VA,STATE,prism,1981-07-07,89.72,86.47,68.32,66.85,14.02,11.66,0,0
pop,US,VA,STATE,prism,1981-07-08,92.03,86.58,71.86,66.98,16.94,11.78,0,0
pop,US,VA,STATE,prism,1981-07-09,94.53,86.69,73.89,67.11,19.21,11.9,0,0
pop,US,VA,STATE,prism,1981-07-10,92.93,86.79,67.52,67.22,15.23,12.01,0,0
pop,US,VA,STATE,prism,1981-07-11,89.39,86.89,65.72,67.34,12.56,12.11,0,0
pop,US,VA,STATE,prism,1981-07-12,90.46,86.98,70.93,67.45,15.69,12.21,0,0
pop,US,VA,STATE,prism,1981-07-13,89.93,87.07,73.37,67.55,16.65,12.31,0,0
pop,US,VA,STATE,prism,1981-07-14,91.24,87.15,62.43,67.65,11.84,12.4,0,0
pop,US,VA,STATE,prism,1981-07-15,83.51,87.23,62.77,67.74,8.14,12.48,0,0
pop,US,VA,STATE,prism,1981-07-16,77.06,87.3,65.45,67.82,6.26,12.56,0,0
pop,US,VA,STATE,prism,1981-07-17,85.44,87.36,64.19,67.9,9.81,12.63,0,0
pop,US,VA,STATE,prism,1981-07-18,88.43,87.42,65.56,67.97,12,12.7,0,0
pop,US,VA,STATE,prism,1981-07-19,91.82,87.47,72.7,68.04,17.26,12.76,0,0
pop,US,VA,STATE,prism,1981-07-20,92.59,87.52,71.53,68.1,17.06,12.81,0,0
pop,US,VA,STATE,prism,1981-07-21,92.19,87.56,67.76,68.16,14.97,12.86,0,0
pop,US,VA,STATE,prism,1981-07-22,84.97,87.59,63.12,68.2,9.05,12.9,0,0
pop,US,VA,STATE,prism,1981-07-23,83.03,87.62,63.23,68.25,8.13,12.93,0,0
pop,US,VA,STATE,prism,1981-07-24,76.42,87.64,66.69,68.28,6.56,12.96,0.01,0
pop,US,VA,STATE,prism,1981-07-25,82.05,87.65,68.37,68.31,10.21,12.98,0,0
pop,US,VA,STATE,prism,1981-07-26,89.17,87.66,70.71,68.33,14.94,12.99,0,0
pop,US,VA,STATE,prism,1981-07-27,91.07,87.66,71.01,68.34,16.04,13,0,0
pop,US,VA,STATE,prism,1981-07-28,89.9,87.66,70.99,68.35,15.44,13,0,0
pop,US,VA,STATE,prism,1981-07-29,86.18,87.64,57.18,68.35,6.88,13,0.2,0
pop,US,VA,STATE,prism,1981-07-30,80.95,87.63,56.88,68.34,4.01,12.98,0.1,0
pop,US,VA,STATE,prism,1981-07-31,83.13,87.6,59.6,68.32,6.38,12.96,0.02,0
pop,US,VA,STATE,prism,1981-08-01,83.47,87.57,59.9,68.3,6.69,12.94,0,0
pop,US,VA,STATE,prism,1981-08-02,84.86,87.53,66.48,68.27,10.67,12.9,0,0
pop,US,VA,STATE,prism,1981-08-03,84.74,87.48,67.87,68.23,11.3,12.86,0,0
pop,US,VA,STATE,prism,1981-08-04,90.05,87.43,69.83,68.19,14.94,12.81,0,0
pop,US,VA,STATE,prism,1981-08-05,92.83,87.37,68.56,68.14,15.7,12.75,0,0
pop,US,VA,STATE,prism,1981-08-06,76.62,87.3,64.9,68.08,5.78,12.69,0.02,0
pop,US,VA,STATE,prism,1981-08-07,83.95,87.23,67.93,68.01,10.94,12.62,0,0
pop,US,VA,STATE,prism,1981-08-08,86.15,87.15,66.76,67.93,11.45,12.54,0,0
pop,US,VA,STATE,prism,1981-08-09,88,87.06,67.02,67.85,12.51,12.46,0,0
pop,US,VA,STATE,prism,1981-08-10,88.83,86.97,68.62,67.76,13.72,12.36,0,0
pop,US,VA,STATE,prism,1981-08-11,88.49,86.87,67.57,67.66,13.03,12.26,0,0
pop,US,VA,STATE,prism,1981-08-12,81.23,86.76,60.93,67.55,6.09,12.16,0.01,0
pop,US,VA,STATE,prism,1981-08-13,84.7,86.65,61.93,67.44,8.32,12.04,0,0
pop,US,VA,STATE,prism,1981-08-14,86.84,86.53,64.63,67.32,10.74,11.92,0,0
pop,US,VA,STATE,prism,1981-08-15,87.77,86.4,68.75,67.19,13.26,11.79,0,0
pop,US,VA,STATE,prism,1981-08-16,86.89,86.27,59.52,67.05,8.21,11.66,0,0
pop,US,VA,STATE,prism,1981-08-17,76.78,86.13,52.03,66.9,0.74,11.51,1.33,0
pop,US,VA,STATE,prism,1981-08-18,78.36,85.98,56.99,66.75,2.92,11.36,0.25,0
pop,US,VA,STATE,prism,1981-08-19,73.27,85.82,59.29,66.59,1.89,11.21,0.61,0
pop,US,VA,STATE,prism,1981-08-20,77.33,85.66,53.85,66.42,1.03,11.04,0.44,0
pop,US,VA,STATE,prism,1981-08-21,77.73,85.5,58.69,66.24,3.5,10.87,0.29,0
pop,US,VA,STATE,prism,1981-08-22,72.02,85.33,54.45,66.05,0.17,10.69,1.94,0
pop,US,VA,STATE,prism,1981-08-23,81.93,85.15,58.23,65.86,5.08,10.5,0,0
pop,US,VA,STATE,prism,1981-08-24,85.45,84.96,59.83,65.66,7.64,10.31,0,0
pop,US,VA,STATE,prism,1981-08-25,80.32,84.77,57.81,65.46,4.07,10.11,0.01,0
pop,US,VA,STATE,prism,1981-08-26,79.82,84.57,57.92,65.24,3.87,9.91,0,0
pop,US,VA,STATE,prism,1981-08-27,84.6,84.37,59.04,65.02,6.82,9.7,0,0
pop,US,VA,STATE,prism,1981-08-28,86.22,84.16,59.5,64.79,7.86,9.48,0,0
pop,US,VA,STATE,prism,1981-08-29,82.58,83.95,66.25,64.55,9.42,9.25,0,0
pop,US,VA,STATE,prism,1981-08-30,81.06,83.73,65.46,64.31,8.26,9.02,0,0
pop,US,VA,STATE,prism,1981-08-31,82.98,83.5,66.46,64.06,9.72,8.78,0,0
pop,US,VA,STATE,prism,1981-09-01,83.56,83.27,67.25,63.8,10.41,8.54,0,0
pop,US,VA,STATE,prism,1981-09-02,82.63,83.04,67.47,63.54,10.05,8.29,0,0
pop,US,VA,STATE,prism,1981-09-03,80,82.8,65.34,63.27,7.67,8.03,0,0
pop,US,VA,STATE,prism,1981-09-04,73.89,82.55,64.82,62.99,4.42,7.77,0.07,0
pop,US,VA,STATE,prism,1981-09-05,74.66,82.3,63.89,62.71,4.28,7.5,0,0
pop,US,VA,STATE,prism,1981-09-06,79.77,82.04,63.9,62.42,6.84,7.23,0,0
pop,US,VA,STATE,prism,1981-09-07,78.72,81.78,64.46,62.13,6.59,6.95,0,0
pop,US,VA,STATE,prism,1981-09-08,78.4,81.52,54.61,61.83,2.28,6.67,0.77,0
pop,US,VA,STATE,prism,1981-09-09,77.12,81.25,50.13,61.52,0.74,6.38,2.12,0
pop,US,VA,STATE,prism,1981-09-10,80.09,80.97,54.22,61.21,2.48,6.09,0.32,0
pop,US,VA,STATE,prism,1981-09-11,85.67,80.69,60.17,60.89,7.92,5.8,0,0
pop,US,VA,STATE,prism,1981-09-12,88.25,80.41,61.29,60.57,9.77,5.5,0,0.01
pop,US,VA,STATE,prism,1981-09-13,87.68,80.12,61.64,60.24,9.66,5.19,0,0.01
pop,US,VA,STATE,prism,1981-09-14,88.68,79.83,65.75,59.91,12.22,4.89,0,0.02
pop,US,VA,STATE,prism,1981-09-15,82.21,79.54,62.66,59.57,7.6,4.58,0.17,0.03
pop,US,VA,STATE,prism,1981-09-16,71.23,79.24,58.31,59.23,1.35,4.28,1.58,0.04
pop,US,VA,STATE,prism,1981-09-17,72.7,78.94,54.51,58.89,1.27,3.97,2.67,0.06
pop,US,VA,STATE,prism,1981-09-18,68.24,78.63,48.99,58.54,0.02,3.67,6.4,0.08
pop,US,VA,STATE,prism,1981-09-19,67.29,78.32,49.02,58.18,0,3.37,6.84,0.12
pop,US,VA,STATE,prism,1981-09-20,74.44,78.01,51.6,57.82,0.24,3.07,2.22,0.15
pop,US,VA,STATE,prism,1981-09-21,78.57,77.69,54.07,57.46,1.87,2.77,0.55,0.19
pop,US,VA,STATE,prism,1981-09-22,81.17,77.38,50.39,57.1,1.84,2.48,1.06,0.24
pop,US,VA,STATE,prism,1981-09-23,66.56,77.06,42.97,56.73,0,2.19,10.24,0.29
pop,US,VA,STATE,prism,1981-09-24,71.05,76.73,43.8,56.36,0,1.91,7.58,0.37
pop,US,VA,STATE,prism,1981-09-25,75.16,76.41,47.92,55.99,0.02,1.65,3.48,0.45
pop,US,VA,STATE,prism,1981-09-26,79.88,76.08,53.07,55.61,1.7,1.41,0.22,0.57
pop,US,VA,STATE,prism,1981-09-27,83.39,75.75,56.45,55.23,5.1,1.22,0.18,0.73
pop,US,VA,STATE,prism,1981-09-28,74.42,75.41,43.08,54.85,0.3,1.06,6.55,0.93
pop,US,VA,STATE,prism,1981-09-29,71.15,75.08,47.41,54.47,0,0.91,5.72,1.14
pop,US,VA,STATE,prism,1981-09-30,73.5,74.74,52.19,54.09,0.5,0.77,2.66,1.36
pop,US,VA,STATE,prism,1981-10-01,84.64,74.4,52.32,53.7,3.77,0.66,0.29,1.61
